,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
88,88,809787,Mafia Mamma,2023-04-13,"['Crime', 'Comedy']",English,6.7,60.0,235.858,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",41000000.0,"['Idea(L)', 'Vocab Films', 'New Sparta Films', 'Ingenious Media', 'Lipsync Productions', 'Cornerstone Films']",3902761.0,101.0,From suburban Mom to mafia Don.
89,89,727340,Hunt,2022-08-10,"['Action', 'Mystery', 'Thriller']",Korean,6.7,89.0,234.638,"After a high-ranking North Korean official requests asylum, KCIA Foreign Unit chief Park Pyong-ho and Domestic Unit chief Kim Jung-do are tasked with uncovering a North Korean spy, known as Donglim, who is deeply embedded within their agency. When the spy begins leaking top secret intel that could jeopardize national security, the two units are each assigned to investigate each other.",17000000.0,"['Sanai Pictures', 'Artist Company']",0.0,131.0,"Two rivals, a hidden truth."
93,93,876969,Assassin Club,2023-02-24,"['Action', 'Mystery', 'Thriller']",English,6.4,70.0,228.513,"In this world of contract killers, Morgan Gaines is the best of the best. When Morgan is hired to kill six people around the world, he soon discovers all the targets are also assassins unknowingly hired to kill each other.",0.0,"['Film Bridge International', 'The Motus Studios']",0.0,113.0,Kill or be killed.
94,94,663712,Terrifier 2,2022-10-06,"['Horror', 'Thriller']",English,6.9,1236.0,226.935,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",250000.0,"['Dark Age Cinema', 'Fuzz on the Lens Productions', 'Bloody Disgusting']",12400000.0,138.0,Who's laughing now?
95,95,785759,Two Witches,2023-03-02,['Horror'],English,6.4,63.0,226.525,"A matriarchal witch passes on her sinister inheritance to her grand-daughter, triggering the most horrific curses.",0.0,"['Incubo Films', 'The Rancon Company']",0.0,95.0,Witches don't die before leaving their legacy...
97,97,507086,Jurassic World Dominion,2022-06-01,"['Adventure', 'Action', 'Science Fiction']",English,6.8,4908.0,222.767,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",165000000.0,"['Amblin Entertainment', 'Universal Pictures']",1001978080.0,147.0,The epic conclusion of the Jurassic era.
98,98,675353,Sonic the Hedgehog 2,2022-04-08,"['Action', 'Adventure', 'Family', 'Comedy']",English,7.6,3989.0,221.257,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",110000000.0,"['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']",402656846.0,122.0,Welcome to the next level.
99,99,631842,Knock at the Cabin,2023-02-01,"['Horror', 'Thriller', 'Mystery']",English,6.4,1535.0,220.998,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",20000000.0,"['Blinding Edge Pictures', 'Universal Pictures', 'FilmNation Entertainment', 'Wishmore', 'Perfect World Pictures', 'dentsu']",54708659.0,100.0,Save your family or save humanity. Make the choice.
100,100,361743,Top Gun: Maverick,2022-05-24,"['Action', 'Drama']",English,8.3,6965.0,220.473,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",170000000.0,"['Skydance', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",1488732821.0,131.0,Feel the need... The need for speed.
102,102,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,"['Animation', 'Fantasy', 'Adventure']",Japanese,7.6,231.0,217.694,"A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!",0.0,"['8bit', 'Bandai Namco Filmworks', 'Magic Capsule', 'Sony Music Solutions', 'Bandai Spirits', 'Kodansha', 'MICRO MAGAZINE', 'Bandai Namco Music Live', 'Nippon BS Broadcasting', 'ADK Marketing Solutions', 'Nippon Television Network Corporation', 'Lantis']",11426555.0,108.0,The power of bonds will be put to the test!
103,103,616037,Thor: Love and Thunder,2022-07-06,"['Fantasy', 'Action', 'Comedy']",English,6.6,6075.0,216.585,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",250000000.0,"['Marvel Studios', 'Kevin Feige Productions']",760928081.0,119.0,The one is not the only.
105,105,758009,Shotgun Wedding,2022-12-28,"['Action', 'Comedy', 'Romance']",English,6.4,854.0,214.563,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",0.0,"['Mandeville Films', 'Nuyorican Productions']",4495365.0,101.0,Save the day.
107,107,283995,Guardians of the Galaxy Vol. 2,2017-04-19,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",English,7.6,19898.0,206.76,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,200000000.0,['Marvel Studios'],863756051.0,137.0,Obviously.
108,108,668482,Roald Dahl's Matilda the Musical,2022-11-25,"['Family', 'Comedy', 'Fantasy']",English,6.8,581.0,203.655,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",25000000.0,"['Working Title Films', 'The Roald Dahl Story Company']",13276499.0,117.0,Meet the exception to the rules.
109,109,697843,Extraction 2,2023-06-09,"['Action', 'Thriller']",English,2.0,3.0,202.753,"Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Sydney, in order to get revenge.",0.0,"['AGBO', 'Filmhaus Films']",0.0,123.0,Prepare for the ride of your life.
112,112,724495,The Woman King,2022-09-16,"['Action', 'Drama', 'History']",English,7.8,1542.0,199.915,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",50000000.0,"['TriStar Pictures', 'JuVee Productions', 'Jack Blue Productions', 'Entertainment One', 'Welle Entertainment']",91000000.0,135.0,Her reign begins.
113,113,842945,Supercell,2023-03-17,['Action'],English,6.2,161.0,196.159,"Good-hearted teenager William always lived in hope of following in his late father’s footsteps and becoming a storm chaser. His father’s legacy has now been turned into a storm-chasing tourist business, managed by the greedy and reckless Zane Rogers, who is now using William as the main attraction to lead a group of unsuspecting adventurers deep into the eye of the most dangerous supercell ever seen.",0.0,"['Thomasville Pictures', 'Highland Film Group', 'Saban Films', 'Short Porch Pictures', 'Streamline Global', 'Bay Point Media', 'Volition Media Partners']",0.0,100.0,The chase is on.
114,114,296271,The Devil Conspiracy,2023-01-13,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']",English,6.3,176.0,196.06,"The hottest biotech company in the world has discovered they can clone history’s most influential people from the dead. Now, they are auctioning clones of Michelangelo, Galileo, Vivaldi, and others for tens of millions of dollars to the world’s ultra-rich. But when they steal the Shroud of Turin and clone the DNA of Jesus Christ, all hell breaks loose.",0.0,"['Czech Anglo Productions', 'Third Day Production', 'MBM3 Films']",0.0,111.0,The war of angels has come to earth.
115,115,943788,From Black,2023-03-15,['Horror'],English,5.4,15.0,195.213,"A young mother who's crushed by guilt and shame after the disappearance of her young son five years previously, is offered a bizarre opportunity to learn the truth and set things right. Is she willing to pay the terrifying price for a chance to hold her boy again?",0.0,"['K7 Entertainment', 'Dark Room Films', 'AMP']",0.0,110.0,Darkness is coming home.
117,117,869626,Marcel the Shell with Shoes On,2022-06-24,"['Animation', 'Comedy', 'Family', 'Drama', 'Adventure']",English,7.7,287.0,194.023,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",0.0,"['Cinereach', 'Strongman', 'Chiodo Bros. Productions', 'You Want I Should, LLC', 'Human Woman', 'Sunbeam TV & Films']",6000000.0,90.0,Everybody loves Marcel.
118,118,381284,Hidden Figures,2016-12-10,"['Drama', 'History']",English,8.1,8699.0,192.58,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",25000000.0,"['Fox 2000 Pictures', 'Levantine Films', 'Chernin Entertainment']",235956898.0,127.0,"Meet the women you don't know, behind the mission you do."
119,119,943822,Prizefighter: The Life of Jem Belcher,2022-06-30,"['History', 'Drama']",English,6.3,135.0,190.5,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",0.0,[],0.0,107.0,The birth of boxing.
121,121,453395,Doctor Strange in the Multiverse of Madness,2022-05-04,"['Fantasy', 'Action', 'Adventure']",English,7.4,7544.0,189.332,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",200000000.0,"['Marvel Studios', 'Kevin Feige Productions']",952224986.0,126.0,Enter a new dimension of Strange.
